231,Klosters Platz - Station,Kublis,\n
232,Klosters Platz - Station,Monobiel Parkplatz,\n
234,Klosters Platz - Station,Oberselfranga,\n
235,Klosters Platz - Station,Madrisabahn,\n
237,Klosters Platz - Station,Russna,\n
